aid,year,gpa,pvt,grad,fam_mig,fam_inc,fam_edu
95713335,1995,3.286,104,1,0.938,0.912,0.749
95713806,1996,1.818,71,1,0.805,0.96,0.917
95714020,1995,0,122,0,0.982,0.896,0.88
95714098,1996,2.357,99,1,0.846,0.891,0.654
95714226,1995,2.071,106,1,0.938,0.945,0.75
95714281,1995,3.143,111,1,0.991,0.922,0.795
95714322,1995,4,107,1,0.674,0.884,0.818
95714483,1996,2.769,89,1,0.786,0.914,0.646
95714841,1996,1.684,104,0,0.86,0.808,0.623
95714886,1995,0.636,93,0,0.991,0.922,0.795
95714890,1996,2.286,93,1,0.684,0.915,0.816
95714891,1996,2.286,103,1,0.799,0.941,0.857
95714924,1995,3.5,120,1,0.674,0.884,0.818
95715097,1995,1.615,110,1,0.904,0.903,0.878
95715323,1996,3,81,0,0.605,0.939,0.835
95715327,1996,1.4,89,1,0.663,0.928,0.893
95715358,1995,1.071,104,1,0.767,0.951,0.905
95715368,1995,3.067,90,1,0.529,0.897,0.932
95715393,1996,3.667,119,1,0.848,0.932,0.498
95715935,1995,2.1,110,1,0.834,0.892,0.731
95715937,1995,4,119,1,0.865,0.905,0.845
95715952,1996,4,119,1,0.767,0.951,0.905
95715983,1996,2.333,106,0,0.637,0.96,0.846
95715986,1996,3.143,96,1,0.641,0.917,0.958
95715988,1996,3.857,114,1,0.637,0.96,0.846
95716028,1995,3.077,96,1,0.988,0.903,0.892
95716087,1995,0.6,112,1,0.983,0.952,0.911
95716099,1994,2.154,81,1,0.578,0.915,0.866
95716150,1996,2.714,75,1,0.715,0.896,0.897
95716214,1995,1.714,106,0,0.838,0.837,0.748
95716234,1996,1.667,118,1,0.998,0.958,0.889
95716238,1995,3.938,103,1,0.977,0.901,0.904
95716292,1994,2.5,10,1,0.713,0.924,0.859
95716339,1996,2.786,99,1,0.701,0.906,0.847
95716862,1995,3.714,106,1,0.959,0.903,0.742
95716882,1996,2.25,8,0,0.802,0.94,0.901
95716904,1996,2.917,99,1,0.844,0.804,0.827
95716906,1995,2.917,116,1,0.861,0.911,0.704
95716970,1996,4,107,1,0.673,0.956,0.866
95716976,1996,4,104,1,0.673,0.956,0.866
95717168,1995,3.176,110,1,0.949,0.93,0.91
95717362,1994,2.786,95,1,0.678,0.927,0.886
95717364,1995,3.214,116,1,0.647,0.931,0.832
95717469,1995,2.143,83,0,0.788,0.946,0.834
95717861,1995,1.308,89,1,0.56,0.911,0.876
95717914,1995,4,87,1,0.811,0.937,0.876
95717916,1995,3.786,110,1,0.699,0.971,0.878
95717919,1996,3.667,104,1,0.612,0.957,0.922
95717951,1995,4,102,1,0.864,0.952,0.881
95717957,1996,3.143,106,1,0.924,0.921,0.898
95718215,1995,2.25,73,1,0.783,0.912,0.718
95718216,1995,0.875,75,0,0.81,0.923,0.887
95718296,1996,3,79,1,0.644,0.926,0.71
95718313,1995,3.875,108,1,0.889,0.937,0.893
95718387,1995,2.286,41,1,0.618,0.928,0.655
95718482,1996,1,87,1,0.783,0.935,0.896
95718486,1996,3.357,89,1,0.814,0.945,0.956
95718684,1996,3.786,106,1,0.753,0.862,0.797
95718886,1996,2.929,104,1,0.818,0.855,0.957
95718900,1995,2.714,104,1,0.615,0.93,0.941
95718908,1995,1.333,79,1,0.801,0.928,0.802
95718918,1995,3.75,108,1,0.57,0.96,0.978
95718926,1994,1.462,107,1,0.94,0.898,0.909
95718971,1995,3.25,95,1,0.951,0.936,0.848
95719279,1995,1,85,1,0.874,0.962,0.872
95719936,1996,2.5,87,1,0.791,0.86,0.995
95719937,1996,3,79,1,0.937,0.96,0.887
95719973,1995,1.667,102,1,0.873,0.957,0.855
96316056,1996,2.133,73,1,0.999,0.955,0.895
96316155,1995,2.214,74,1,0.859,0.832,0.887
96316353,1995,2.929,104,1,0.822,0.89,0.79
96316453,1996,0.077,79,1,0.896,0.893,0.923
96374974,1995,3,120,1,0.694,0.927,0.905
96374975,1996,2.25,106,1,0.817,0.919,0.883
96374976,1996,2,116,1,0.817,0.919,0.883
96500056,1991,3.667,104,1,0.994,0.874,0.916
96500182,1993,2.143,98,1,0.969,0.892,0.802
96500221,1993,3,91,1,0.913,0.922,0.836
96500381,1993,1.125,82,0,0.992,0.917,0.759
96500655,1993,0.643,90,1,0.986,0.892,0.795
96500658,1992,2.2,111,1,0.977,0.921,0.673
96500870,1994,3.813,90,1,0.933,0.88,0.822
96500920,1996,4,107,1,0.694,0.961,0.796
96500981,1991,2.571,108,1,0.974,0.924,0.887
96503202,1992,2.5,70,0,0.924,0.923,0.889
96503800,1994,2.583,118,1,0.81,0.95,0.946
96503834,1993,2.533,89,1,0.972,0.86,0.742
96504102,1993,3.417,115,1,0.759,0.914,0.882
96504296,1994,3.182,95,1,0.7,0.924,0.763
96504341,1992,2.462,116,1,0.932,0.932,0.936
96504509,1991,2.769,107,1,0.744,0.947,0.888
96504821,1994,2.5,107,1,0.791,0.888,0.789
96506057,1993,2.25,99,1,0.935,0.891,0.851
96506122,1991,3.667,114,1,0.831,0.83,0.823
96506274,1994,2,104,1,0.993,0.89,0.799
96506282,1994,3.333,122,1,0.9,0.889,0.865
96506354,1992,2.417,89,1,0.935,0.891,0.851
96506359,1993,1.417,94,1,0.972,0.904,0.843
96506449,1995,2.917,73,1,0.737,0.953,0.945
96506692,1991,3.25,12,1,0.691,0.947,0.98
96506929,1992,1,75,1,0.921,0.904,0.798
96506942,1992,4,108,1,0.971,0.939,0.813
96506967,1994,3.846,107,1,0.969,0.85,0.701
96508069,1993,2,96,1,0.934,0.96,0.914
96508532,1994,1.071,90,0,0.908,0.901,0.862
96508834,1992,1.462,106,0,0.941,0.925,0.904
96508876,1992,3.25,102,1,0.954,0.923,0.896
96508947,1994,0.545,89,1,0.817,0.928,0.739
96508974,1991,1.417,114,1,0.848,0.888,0.885
96540219,1991,3.308,94,1,0.784,0.918,0.9
96544206,1994,4,119,1,0.99,0.975,0.953
96546779,1991,3.417,116,1,0.673,0.956,0.866
96570059,1992,2.692,99,1,0.902,0.96,0.879
96570072,1992,3.5,118,1,0.88,0.888,0.924
96570085,1993,1.5,73,0,0.934,0.872,0.642
96570188,1991,2.143,83,1,0.958,0.948,0.857
96570213,1993,2.583,108,1,0.844,0.957,0.946
96570285,1991,2,108,1,0.944,0.876,0.81
96570416,1991,3.769,91,1,0.884,0.947,0.861
96570418,1991,2.667,104,1,0.961,0.896,0.915
96570488,1993,3,106,1,0.794,0.962,0.905
96570520,1993,2.667,91,1,0.794,0.906,0.813
96570525,1994,2.429,108,1,0.51,0.923,0.79
96570596,1993,3.75,119,1,0.924,0.913,0.782
96570735,1993,2.833,96,1,0.69,0.947,0.966
96570819,1992,2,116,1,0.874,0.933,0.963
96570870,1994,2.188,79,1,0.99,0.871,0.81
96570891,1994,1.75,104,1,0.924,0.913,0.782
96571008,1994,2.857,104,1,0.552,0.921,0.854
96571013,1994,4,106,1,0.904,0.931,0.835
96571117,1993,2.571,104,1,0.875,0.858,0.903
96571211,1991,3,108,1,0.904,0.931,0.835
96571214,1995,2.667,90,1,0.91,0.965,0.932
96571272,1993,1.167,91,1,0.834,0.968,0.904
96571311,1994,3.444,106,1,0.904,0.931,0.835
96571400,1995,2.857,115,1,0.622,0.911,0.818
96571509,1995,2.286,103,1,0.545,0.936,0.821
96571605,1996,3.286,108,1,0.758,0.907,0.901
96571675,1993,0.333,75,0,0.768,0.933,0.866
96571709,1992,2.625,120,1,0.552,0.921,0.854
96571818,1994,1,90,0,0.843,0.913,0.76
96571819,1994,3.667,107,1,0.875,0.858,0.903
96571911,1991,2,99,1,0.843,0.913,0.76
96572003,1992,3.286,95,1,0.69,0.879,0.79
96572112,1992,2.333,94,1,0.973,0.942,0.81
96572166,1994,3.167,98,1,0.797,0.943,0.986
96572177,1993,3.571,115,0,0.774,0.926,0.876
96572191,1993,3.857,118,1,0.852,0.937,0.836
96572196,1993,2.563,100,1,0.852,0.937,0.836
96572197,1991,3.714,111,1,0.852,0.937,0.836
96572201,1991,2.5,108,1,0.771,0.918,0.775
96572224,1991,2.786,104,1,0.855,0.912,0.789
96572225,1995,2.667,102,1,0.589,0.887,0.836
96572227,1992,1.071,95,1,0.862,0.915,0.831
96572260,1995,3,119,1,0.797,0.943,0.986
96572283,1995,3.118,102,1,0.919,0.952,0.919
96572286,1994,0.75,71,0,0.919,0.952,0.919
96572289,1995,4,115,1,0.919,0.952,0.919
96572298,1992,4,104,1,0.852,0.937,0.836
96572318,1991,3,104,1,0.869,0.957,0.723
96572319,1992,1.083,95,1,0.865,0.948,0.769
96572324,1992,3.182,82,1,0.862,0.915,0.831
96572364,1992,2.714,116,1,0.737,0.924,0.837
96572365,1995,3.583,86,1,0.613,0.936,0.954
96572382,1995,2.765,116,1,0.462,0.922,0.822
96572387,1996,1.625,71,1,0.772,0.945,0.888
96572388,1991,3.133,110,1,0.744,0.94,0.936
96572463,1993,2.692,102,1,0.757,0.936,0.817
96572472,1994,2.889,108,1,0.919,0.889,0.771
96572477,1992,2.333,89,1,0.6,0.945,0.97
96572565,1992,1.889,108,1,0.818,0.944,0.755
96572648,1991,2.833,104,1,0.685,0.91,0.811
96572664,1992,3.333,119,1,0.847,0.921,0.897
96572874,1996,2,87,0,0.478,0.9,0.777
96572909,1993,3.786,119,1,0.727,0.898,0.72
96572912,1994,1.833,96,0,0.853,0.869,0.865
96572915,1994,1.182,104,0,0.853,0.869,0.865
96572916,1991,3.786,102,1,0.777,0.958,0.79
96572972,1992,1.778,106,1,0.643,0.94,0.852
96572976,1996,1.286,90,0,0.763,0.896,0.826
96572982,1996,2.444,95,1,0.699,0.949,0.921
96572985,1996,3.438,81,1,0.462,0.922,0.822
96572995,1994,4,106,1,0.852,0.937,0.836
96573010,1992,1.875,91,1,0.703,0.92,0.843
96573108,1992,3.333,110,1,0.901,0.88,0.918
96573253,1991,2.091,118,1,0.85,0.837,0.849
96573257,1993,3.083,104,1,0.981,0.882,0.868
96573291,1991,3.571,107,1,0.783,0.938,0.705
96573390,1993,3.071,93,1,0.821,0.909,0.766
96573416,1991,3.143,95,1,0.567,0.918,0.879
96573436,1992,2.929,116,1,0.431,0.828,0.733
96573699,1992,2.786,107,1,0.783,0.938,0.705
96573838,1993,3.071,107,1,0.988,0.978,0.785
96573891,1994,2.714,104,1,0.751,0.943,0.69
96573949,1996,3.6,103,1,0.83,0.938,0.872
96573950,1996,2.615,104,1,0.954,0.887,0.884
96573952,1994,2,90,1,0.974,0.903,0.872
96573954,1995,3.125,118,1,0.972,0.961,0.852
96573955,1993,1.647,110,1,0.74,0.93,0.836
96573957,1995,2.857,107,1,0.934,0.948,0.79
96573995,1993,3.714,110,1,0.508,0.934,0.749
96573998,1994,2.375,106,1,0.508,0.934,0.749
96573999,1992,3.429,108,1,0.783,0.938,0.705
96574010,1993,2.429,104,1,0.633,0.925,0.87
96574113,1994,0.2,82,1,0.99,0.968,0.976
96574390,1992,2.25,108,1,0.785,0.889,0.834
96574411,1993,2.071,81,1,0.131,0.819,0.915
96574438,1991,0.143,87,0,0.902,0.935,0.842
96574589,1991,2.929,107,1,0.654,0.873,0.753
96574590,1993,3.231,95,0,0.817,0.867,0.809
96574615,1993,2.643,89,1,0.817,0.902,0.842
96574616,1991,1.846,79,1,0.917,0.922,0.836
96574805,1992,2.833,116,1,0.99,0.948,0.352
96575017,1992,3.571,108,1,0.708,0.898,0.922
96575056,1992,1.786,106,1,0.891,0.946,0.906
96575066,1993,3.333,104,1,0.529,0.897,0.932
96575067,1993,3.5,118,1,0.529,0.897,0.932
96575073,1994,3.133,120,1,0.564,0.931,0.991
96575074,1994,2.733,118,1,0.564,0.931,0.991
96575079,1994,3.429,106,1,0.564,0.931,0.991
96575131,1994,2.75,116,1,0.472,0.836,0.793
96575156,1992,1.786,91,1,0.765,0.883,0.885
96575159,1993,1,100,0,0.891,0.946,0.906
96575171,1991,2.533,110,1,0.564,0.931,0.991
96575174,1993,3.2,115,1,0.564,0.931,0.991
96575187,1991,2.917,104,1,0.641,0.917,0.958
96575210,1994,2.625,107,1,0.634,0.908,0.853
96575247,1995,4,107,1,0.945,0.899,0.849
96575249,1991,2.813,106,1,0.635,0.911,0.902
96575280,1993,2.25,94,1,0.641,0.917,0.958
96575286,1994,2,94,1,0.781,0.934,0.823
96575289,1991,1.833,98,1,0.641,0.917,0.958
96575295,1993,3.929,112,1,0.996,0.821,0.886
96575296,1993,3.5,116,1,0.858,0.939,0.863
96575298,1991,3.417,108,1,0.996,0.821,0.886
96575306,1995,3.714,91,1,0.926,0.956,0.918
96575327,1994,3,78,1,0.744,0.944,0.797
96575355,1992,3,107,1,0.676,0.908,0.727
96575384,1993,2.571,100,1,0.741,0.945,0.84
96575391,1991,3.067,114,1,0.904,0.903,0.878
96575407,1993,3.5,100,1,0.91,0.86,0.96
96575806,1996,2.5,99,1,0.57,0.965,0.924
96575835,1994,1.8,107,1,0.637,0.925,0.881
96575862,1991,3.571,122,1,0.588,0.934,0.975
96575877,1994,3.4,122,1,0.564,0.931,0.991
96575926,1991,1.667,96,1,0.74,0.961,0.97
96575940,1995,2.467,108,0,0.845,0.929,0.998
96575942,1995,2.467,89,1,0.661,0.919,0.777
96575944,1995,2.944,102,1,0.601,0.914,0.773
96575947,1993,4,119,1,0.845,0.929,0.998
96575948,1994,1.455,89,0,0.957,0.931,0.973
96575949,1994,3.643,107,1,0.923,0.842,0.864
96575978,1991,2.933,118,1,0.564,0.931,0.991
96575995,1993,3.357,112,1,0.997,0.776,0.884
96575996,1993,3.786,114,1,0.904,0.903,0.878
96576087,1992,2.25,122,0,0.907,0.927,0.806
96576144,1992,3.75,119,1,0.587,0.956,0.868
96576200,1992,3.917,102,1,0.658,0.953,0.864
96576203,1992,4,99,1,0.76,0.874,0.847
96576212,1992,3.063,112,1,0.922,0.946,0.816
96576215,1994,3.933,104,1,0.922,0.946,0.816
96576261,1993,3.5,116,1,0.841,0.899,0.878
96576267,1992,0.889,93,0,0.659,0.787,0.934
96576287,1991,1.333,122,0,0.935,0.902,0.721
96576338,1994,4,122,1,0.531,0.885,0.832
96576430,1994,2.429,107,1,0.994,0.947,0.879
96576456,1994,3.375,116,1,0.583,0.927,0.867
96576487,1994,2.917,122,0,0.907,0.927,0.806
96576501,1992,1.615,106,1,0.982,0.932,0.801
96576531,1991,3.118,104,1,0.962,0.882,0.994
96576632,1994,3,103,1,0.764,0.898,0.797
96576639,1994,1.667,89,1,0.98,0.93,0.9
96576720,1991,2.167,104,1,0.911,0.853,0.829
96576723,1993,3.6,102,1,0.871,0.868,0.928
96576750,1993,0.125,102,0,0.986,0.911,0.853
96576844,1993,2.417,90,1,0.737,0.953,0.945
96576865,1994,4,119,0,0.969,0.907,0.897
96576922,1992,2.917,114,1,0.983,0.938,0.955
96577123,1993,3,116,1,0.676,0.872,0.91
96577156,1993,3.25,111,1,0.995,0.864,0.92
96577263,1992,2.143,107,1,0.788,0.946,0.834
96577284,1993,3,107,1,0.88,0.987,0.76
96577615,1993,2.833,100,1,0.612,0.957,0.922
96577686,1993,0,116,1,0.776,0.976,0.87
96577860,1993,3.643,103,1,0.894,0.948,0.815
96577928,1994,3,112,1,0.715,0.945,0.866
96577929,1993,3.143,115,1,0.938,0.929,0.965
96577964,1993,2,103,1,0.788,0.946,0.834
96578138,1991,4,82,1,0.874,0.905,0.821
96578210,1991,1.667,103,1,0.855,0.936,0.904
96578239,1992,2.714,93,0,0.864,0.876,0.911
96578266,1992,2.5,102,1,0.782,0.917,0.873
96578283,1994,2.071,86,1,0.961,0.93,0.97
96578293,1994,3.667,83,1,0.678,0.945,0.893
96578347,1991,3.889,115,1,0.73,0.956,0.773
96578410,1994,2.125,94,1,0.855,0.936,0.904
96578569,1991,1.833,107,1,0.763,0.926,0.799
96578582,1992,2.714,66,1,0.908,0.854,0.846
96578598,1992,3,112,1,0.702,0.956,0.788
96578615,1992,2.8,119,1,0.788,0.927,0.935
96578810,1994,4,107,1,0.57,0.96,0.978
96578839,1994,3.167,107,1,0.95,0.905,0.86
96578896,1992,1.455,85,1,0.555,0.932,0.832
96578900,1991,1.875,77,1,0.866,0.936,0.779
96578942,1993,3.273,90,1,0.817,0.928,0.739
96579230,1993,2.286,90,1,0.937,0.898,0.876
96579244,1993,2.083,107,1,0.979,0.921,0.697
96579261,1996,2.583,83,1,0.865,0.862,0.777
96579262,1995,1.769,96,1,0.718,0.943,0.932
96579267,1993,2.333,94,1,0.718,0.943,0.932
96579268,1996,2.833,107,1,0.71,0.953,0.837
96579270,1993,3.083,106,1,0.76,0.895,0.808
96579271,1994,2.5,90,1,0.874,0.962,0.872
96579296,1995,3.25,104,1,0.795,0.938,0.838
96579330,1991,3.125,86,1,0.922,0.974,0.846
96579370,1992,2.917,118,1,0.836,0.948,0.83
96579376,1991,3,102,1,0.819,0.952,0.803
96579930,1992,2.625,100,1,0.791,0.86,0.995
96579932,1992,3.25,96,1,0.726,0.942,0.918
96579935,1992,3.25,100,1,0.726,0.942,0.918
96579936,1993,2.75,90,1,0.636,0.952,0.904
96579966,1991,3.167,91,1,0.741,0.953,0.902
96579968,1996,4,116,1,0.808,0.951,0.801
96579970,1993,1.917,111,1,0.874,0.962,0.872
96579983,1992,3.778,108,1,0.886,0.938,0.856
96579986,1991,4,108,1,0.922,0.916,0.935
96579996,1991,2.188,116,1,0.591,0.958,0.878
96619061,1992,3.813,120,1,0.764,0.847,0.51
96619062,1992,4,120,1,0.764,0.847,0.51
96619067,1996,2.813,110,1,0.764,0.847,0.51
96619369,1995,3.875,120,1,0.764,0.847,0.51
96619469,1995,2,110,1,0.713,0.875,0.809
96619661,1991,3.875,118,1,0.875,0.87,0.801
96619960,1996,2.625,103,1,0.764,0.847,0.51
96624973,1994,3.5,119,1,0.848,0.914,0.811
96636356,1991,3.333,115,1,0.937,0.884,0.75
96646027,1993,1.714,91,1,0.785,0.891,0.816
96676423,1993,0,104,0,0.85,0.949,0.919
96676455,1993,2.214,71,1,0.946,0.925,0.824
96676651,1994,2.333,94,1,0.922,0.942,0.885
96676724,1993,2.5,116,1,0.338,0.942,0.976
96676958,1991,2.667,73,1,0.859,0.832,0.887
96678070,1993,2.917,112,1,0.715,0.911,0.93
96678278,1992,2.25,103,1,0.883,0.915,0.832
96678376,1993,1.417,85,1,0.902,0.898,0.771
96678377,1991,2.75,111,1,0.926,0.935,0.871
96678471,1993,2.833,94,1,0.883,0.915,0.832
96710053,1995,1,75,0,0.909,0.952,0.93
96710082,1995,0.571,86,0,0.964,0.924,0.829
96710094,1996,1.583,82,0,0.924,0.937,0.814
96710137,1995,3.765,114,1,0.61,0.944,0.86
96710217,1995,3.643,107,1,0.795,0.934,0.802
96710237,1995,1.769,98,1,0.61,0.944,0.86
96710311,1995,3,103,1,0.958,0.951,0.999
96710333,1995,3.571,102,1,0.512,0.915,0.783
96710438,1996,2.833,46,1,0.7,0.974,0.63
96710470,1995,3.765,99,1,0.91,0.972,0.792
96710480,1994,4,108,1,0.992,0.917,0.759
96710839,1996,3.071,107,1,0.93,0.955,0.831
96710888,1995,1.857,99,1,0.964,0.924,0.829
96710970,1996,2.125,100,1,0.88,0.888,0.924
96711075,1996,2.471,82,1,0.897,0.935,0.875
96711162,1995,3.333,107,1,0.908,0.91,0.896
96712146,1996,1.222,90,1,0.855,0.91,0.856
96712213,1995,1.538,99,1,0.78,0.907,0.87
96712299,1996,2.5,90,1,0.852,0.937,0.836
96712349,1995,1.125,106,1,0.685,0.91,0.811
96712399,1995,2.143,52,1,0.852,0.937,0.836
96712900,1995,1.6,103,1,0.591,0.874,0.864
96712905,1995,3.667,119,1,0.591,0.874,0.864
96712916,1996,2.917,81,0,0.853,0.869,0.865
96713094,1995,3.143,111,1,0.852,0.959,0.919
96713133,1995,2.571,102,1,0.993,0.819,0.662
96713195,1996,2.75,103,1,0.852,0.959,0.919
96713202,1995,2.917,100,1,0.94,0.948,0.93
96713231,1995,3,108,1,0.993,0.819,0.662
96713333,1995,3.625,108,1,0.431,0.828,0.733
96713338,1996,3.727,111,1,0.922,0.877,0.84
96713395,1996,3,87,1,0.787,0.91,0.861
96714020,1995,3.643,107,1,0.818,0.908,0.825
96714083,1996,3.313,106,1,0.813,0.927,0.86
96714216,1996,2.538,81,1,0.757,0.916,0.854
96714325,1995,2.786,104,1,0.793,0.888,0.767
96715164,1996,3.692,119,1,0.588,0.934,0.975
96715228,1996,0.583,74,0,0.691,0.941,0.863
96715260,1996,2.154,87,1,0.529,0.897,0.932
96715281,1996,3.733,115,1,0.781,0.934,0.823
96715287,1996,3.286,98,1,0.781,0.934,0.823
96715289,1995,2.786,91,1,0.637,0.96,0.846
96715355,1996,2.056,95,1,0.766,0.955,0.935
96715930,1995,2.222,82,1,0.827,0.946,0.858
96715932,1996,2.444,106,1,0.699,0.897,0.822
96715935,1996,0.556,95,0,0.699,0.897,0.822
96715938,1995,2.875,118,1,0.777,0.936,0.903
96715982,1996,2.857,116,1,0.781,0.934,0.823
96715987,1996,3.857,98,1,0.781,0.934,0.823
96716015,1996,1.5,103,1,0.864,0.948,0.811
96716152,1995,1.167,89,1,0.915,0.93,0.912
96716166,1995,1.692,104,1,0.959,0.903,0.742
96716334,1995,1.444,77,1,0.94,0.868,0.665
96716523,1995,2,96,1,0.977,0.914,0.865
96716667,1996,2.273,108,1,0.946,0.943,0.898
96716903,1995,3.357,118,1,0.786,0.867,0.796
96716904,1995,3.333,100,1,0.895,0.794,0.849
96716905,1996,2.417,89,1,0.792,0.851,0.842
96716910,1995,1.083,114,0,0.711,0.94,0.792
96716930,1996,2.5,73,1,0.977,0.971,0.901
96716974,1995,2.692,104,1,0.905,0.929,0.837
96716975,1996,2.455,118,1,0.673,0.956,0.866
96717050,1996,1.688,82,1,0.501,0.955,0.885
96717154,1996,2.857,108,1,0.861,0.885,0.835
96717160,1994,1.846,83,1,0.894,0.948,0.815
96717168,1996,3.077,112,1,0.894,0.948,0.815
96717354,1996,3.25,108,1,0.827,0.973,0.92
96717911,1996,3.429,106,1,0.811,0.937,0.876
96717912,1996,3.077,81,1,0.811,0.937,0.876
96717914,1996,3.643,102,1,0.811,0.937,0.876
96717916,1996,4,116,1,0.631,0.824,0.917
96718013,1995,0.429,79,1,0.889,0.937,0.893
96718041,1996,1.875,95,1,0.899,0.882,0.79
96718145,1995,3.778,95,1,0.966,0.927,0.833
96718148,1995,3,107,1,0.77,0.937,0.81
96718172,1995,1.417,106,0,0.963,0.939,0.783
96718193,1996,3.833,90,1,0.445,0.956,0.74
96718212,1996,1.625,81,1,0.81,0.923,0.887
96718219,1995,4,104,1,0.855,0.936,0.904
96718269,1993,2.167,75,1,0.94,0.927,0.929
96718687,1996,4,107,1,0.771,0.87,0.798
96718945,1995,2.889,107,1,0.89,0.945,0.903
96719930,1995,3.111,65,1,0.824,0.948,0.955
96719935,1996,2.143,79,1,0.824,0.948,0.955
96719939,1995,3.667,89,1,0.779,0.944,0.984
97374972,1995,3.714,106,1,0.694,0.927,0.905
97374976,1996,3.25,108,1,0.694,0.927,0.905
97500221,1995,2.125,86,1,0.839,0.905,0.881
97500227,1994,2.353,99,1,0.913,0.922,0.836
97500273,1991,3.214,104,1,0.976,0.947,0.92
97500519,1992,1.833,104,1,0.784,0.918,0.9
97500533,1993,3.385,93,1,0.889,0.932,0.783
97500535,1991,2.846,107,1,0.82,0.954,0.845
97500639,1994,3.8,110,1,0.796,0.922,0.82
97500651,1991,3.5,103,0,0.993,0.925,0.887
97500713,1993,4,104,1,0.841,0.91,0.776
97500756,1994,3.143,115,1,0.879,0.944,0.965
97503234,1993,0.375,78,1,0.884,0.878,0.69
97503407,1993,3.5,112,1,0.824,0.94,0.71
97503839,1991,1,91,1,0.943,0.939,0.784
97504001,1993,3.917,110,1,0.863,0.955,0.939
97504107,1991,3.714,119,1,0.48,0.759,0.862
97504202,1995,3,114,1,0.804,0.928,0.871
97504208,1992,2.786,99,1,0.484,0.908,0.85
97504304,1994,3.333,102,1,0.693,0.917,0.804
97504342,1993,1,91,1,0.978,0.93,0.868
97504501,1993,2.714,93,1,0.744,0.874,0.896
97504523,1991,3.895,112,1,0.9,0.904,0.889
97504703,1992,3.167,116,1,0.982,0.941,0.967
97506023,1993,3.647,104,1,0.871,0.868,0.928
97506047,1995,2.333,114,1,0.75,0.916,0.988
97506101,1994,2,119,0,0.933,0.826,0.855
97506156,1991,1.909,103,1,0.935,0.927,0.965
97506329,1992,2.786,66,1,0.736,0.907,0.883
97506330,1994,3.063,119,1,0.985,0.865,0.776
97506696,1992,2.231,104,1,0.824,0.936,0.976
97506775,1993,1,96,1,0.673,0.956,0.866
97506841,1996,1.929,75,1,0.574,0.893,0.937
97506932,1991,3.867,118,1,0.764,0.898,0.797
97506999,1991,2.917,104,1,0.729,0.918,0.957
97507152,1994,2,83,1,0.938,0.94,0.801
97507853,1993,2.429,116,1,0.92,0.948,0.837
97508073,1994,3.333,120,1,0.954,0.923,0.896
97508160,1992,2.833,74,1,0.989,0.91,0.83
97508532,1994,2.417,118,1,0.874,0.905,0.821
97540051,1991,2,71,1,0.733,0.949,0.804
97543200,1994,3,67,1,0.946,0.971,0.925
97543903,1991,2.667,103,1,0.72,0.939,0.87
97546478,1992,2.417,87,1,0.673,0.956,0.866
97546871,1993,3.25,120,1,0.946,0.913,0.803
97548372,1993,2.6,98,1,0.919,0.909,0.781
97570088,1993,2.429,90,1,0.965,0.932,0.696
97570089,1991,2.286,93,1,0.916,0.936,0.915
97570213,1991,2.154,108,1,0.867,0.953,0.719
97570231,1993,3.857,107,1,0.987,0.918,0.747
97570454,1993,1.75,106,1,0.831,0.963,0.909
97570472,1992,2.375,95,1,0.88,0.888,0.924
97570490,1991,3.25,71,1,0.701,0.887,0.799
97570523,1995,4,110,1,0.721,0.909,0.743
97570714,1994,3,108,1,0.985,0.918,0.968
97570725,1992,2.3,99,1,0.721,0.909,0.743
97570892,1994,1.75,87,0,0.874,0.914,0.818
97570938,1992,3.25,108,1,0.944,0.948,0.995
97571068,1994,3.846,119,1,0.873,0.903,0.92
97571079,1991,0.25,94,0,0.966,0.925,0.951
97571100,1996,2.143,90,1,0.938,0.94,0.894
97571113,1993,3.75,107,1,0.875,0.858,0.903
97571116,1995,2.625,107,1,0.875,0.858,0.903
97571200,1993,2.25,108,1,0.737,0.847,0.901
97571208,1995,2.833,103,1,0.527,0.928,0.857
97571409,1994,1.286,93,1,0.886,0.934,0.937
97571509,1995,3.143,106,1,0.704,0.913,0.87
97571600,1992,2.625,104,1,0.622,0.911,0.818
97571701,1992,2,112,1,0.552,0.921,0.854
97571707,1994,1.857,91,1,0.833,0.914,0.845
97571802,1996,3,104,1,0.565,0.898,0.899
97571812,1993,2.714,111,1,0.904,0.931,0.835
97571818,1992,3.75,116,1,0.91,0.965,0.932
97571865,1991,3,115,1,0.984,0.963,0.93
97571900,1992,3.5,110,1,0.833,0.914,0.845
97572000,1992,1.625,100,1,0.864,0.946,0.756
97572009,1991,3.143,106,1,0.814,0.829,0.84
97572043,1994,1.286,102,1,0.888,0.876,0.851
97572066,1996,3.214,108,1,0.797,0.943,0.986
97572076,1994,3,89,1,0.82,0.858,0.772
97572078,1994,3.625,104,1,0.702,0.949,0.816
97572102,1993,3.286,106,1,0.638,0.924,0.906
97572145,1992,2.167,107,1,0.855,0.91,0.856
97572191,1992,2.857,83,1,0.921,0.938,0.836
97572216,1994,1,99,0,0.777,0.958,0.79
97572266,1994,2.154,90,1,0.791,0.944,0.849
97572271,1993,3.5,108,1,0.529,0.949,0.781
97572278,1993,2.1,100,1,0.913,0.943,0.851
97572282,1992,3.6,112,1,0.824,0.941,0.888
97572292,1993,1.417,94,1,0.852,0.937,0.836
97572310,1992,1.462,110,0,0.853,0.869,0.865
